Transaction_ID,Customer_Name,Customer_Email,Product_ID,Transaction_Amount,Country,Regulatory_Issues
ed36d4af-f6d1-402b-80e8-7cd566754325,Michael,waterskathryn@example.org,1033,335.49,EU,GDPR
2543a5b2-018e-47cc-bd87-4fc71636722f,James,myersbrenda@example.com,1058,88.6,US,GDPR
a1a0576a-89d5-4b6d-9232-2679634c40dc,Karen,bradspencer@example.org,1004,313.66,Canada,PIPEDA
7caf640c-6d8e-449a-861d-7598196bc12f,Sean,sarah65@example.net,1096,354.65,Canada,GDPR
e9fe3023-7f83-4a45-935f-e77334fb0efd,Thomas,talvarado@example.com,1048,296.54,US,HIPAA
136269bb-eaf2-4585-b777-244273eaf32f,Matthew,johnmoore@example.org,1050,226.75,Australia,HIPAA
f5f7ee11-5780-48f5-aaa8-72c92c72baa9,Yolanda,andrea30@example.net,1081,180.35,US,GDPR
0d0fcf19-2a6f-4de8-8386-cf1edea7d308,Diana,sweber@example.org,1006,236.5,US,PIPEDA
81caf8e6-8f13-4faa-8959-33c9cf88f535,Michelle,ramosrachel@example.com,1061,405.63,EU,CCPA
a50449ed-6b47-4f86-8625-274820eab0ec,Tina,timothy80@example.org,1074,238.56,EU,GDPR
6b578a12-fd20-4a97-8e5b-71a3a0250ff9,Katie,jeffreyhill@example.com,1007,423.67,Australia,PIPEDA
a3ca6305-6214-4840-8c53-789d2b881273,Lori,ubates@example.org,1059,286.77,EU,GDPR
3ba23225-84c4-46d4-8676-877d7f92d669,Brian,ksawyer@example.org,1042,353.2,Canada,HIPAA
7482e064-49ad-47c9-afde-efd83694afce,Veronica,aarongibbs@example.com,1094,240.52,US,PIPEDA
bf6a28fd-59f2-414c-b3b1-7aaf163fff27,Elizabeth,tranpaul@example.net,1017,261.35,Canada,GDPR
72ecf45f-34fd-434c-af43-c782d592a53c,Luis,pmorgan@example.org,1100,453.27,Australia,CCPA
316d6604-1292-4d46-bfc1-79d2845d30b5,Tina,zcrosby@example.com,1009,459.55,EU,HIPAA
a9baf57d-6fae-469a-b59e-a27ef44d1d37,Scott,blove@example.com,1064,76.28,Canada,GDPR
b67363e1-8eef-407e-bde5-29cb99f6569f,Julie,michaelevan@example.com,1046,488.64,Canada,CCPA
e49a1423-f55a-41a7-95e3-a17f1832a657,Brittany,julieconrad@example.com,1083,99.95,EU,HIPAA
0cc3b164-93a5-4f4f-9202-987552cb81ae,Courtney,karawright@example.org,1051,43.44,Canada,HIPAA
9bbba7a6-9071-4231-84d5-433a8055a985,Harold,mooreluis@example.com,1039,428.68,EU,HIPAA
1e7f97a9-06ce-4cc7-8604-ac9b5707206c,Kim,anna35@example.org,1100,175.38,Australia,PIPEDA
2900e32a-efa5-42da-bf57-44e3bb2b530e,Danielle,jamie51@example.com,1091,261.64,EU,HIPAA
2f64bcb4-b64a-412c-9ee1-70c766850de1,Diana,ztaylor@example.org,1008,105.25,US,GDPR
2840a29a-bd6b-4bdd-9fa2-1da23f30844a,William,jermaine19@example.com,1047,52.93,Canada,GDPR
92bb5ec2-170a-41c4-9924-ffbfd6fc8939,Tricia,darlene97@example.org,1017,391.73,EU,GDPR
47417797-4bc8-4aad-84f8-c2b7e3b2b485,Nathaniel,yroberts@example.com,1075,385.32,EU,CCPA
226d114b-2503-45a1-9e9a-6a34eeb944b0,Jeffrey,spencerdavis@example.com,1085,105.97,EU,PIPEDA
97390cfd-0174-46e0-b5af-e7762ad98e25,Evan,cortezdaniel@example.com,1084,212.36,US,CCPA
e831e4b5-b15a-4e3d-ad28-893dc1c6e4d5,Dawn,washingtondebra@example.com,1022,318.02,Canada,CCPA
9c40afd1-a062-4ad5-8b78-7f237d6faf9f,Laura,brownjessica@example.net,1057,300.42,Australia,GDPR
290724cc-b02b-4c66-a683-f6ab41101fa9,Cory,thomas86@example.com,1004,455.2,US,CCPA
b856eee9-a386-4e37-a2e6-601b8451e884,Heather,john74@example.com,1021,433.97,Australia,CCPA
df847904-402b-4d93-b905-0750131a4ff2,Tammy,thowe@example.com,1063,79.76,EU,PIPEDA
442c8a4b-0e5e-4262-b37c-5a791ce156ed,Donald,aprilbriggs@example.com,1053,195.75,Canada,PIPEDA
07cf42d2-0661-41d7-8956-8d470754c73f,Lauren,aliciahanson@example.com,1078,74.88,US,HIPAA
faea859d-843a-4221-a4c4-ca4da51fe3b3,Sharon,duncanjamie@example.net,1035,303.77,Canada,GDPR
dec6adf2-ff23-419d-953a-9edb4f74de69,Thomas,fitzpatrickfred@example.org,1009,210.87,EU,GDPR
220b2e0c-e5db-4b10-b784-1e4ee699b7d7,Jennifer,skeller@example.net,1018,265.04,EU,HIPAA
f154130a-89a3-4a0d-aa01-499ecd3f3592,Karl,gwashington@example.org,1026,200.33,Australia,CCPA
7a233866-dc84-4524-bd4e-22452c8291eb,Julia,maria52@example.org,1074,242.95,Australia,GDPR
8932d8a1-e3e9-45cc-af72-8da89aab96e3,Michael,sperry@example.net,1015,29.51,Canada,PIPEDA
3f509ab3-4fa7-4975-9e7f-c6c57dc67ce4,Kimberly,franklinjaime@example.org,1058,430.92,Canada,HIPAA
1fc8224d-3804-4210-999f-4a90ae012b25,Maria,leealyssa@example.com,1058,365.4,Canada,CCPA
340a8bd5-2d7a-4957-8726-81dc15259b1d,Michael,petersonroy@example.com,1033,453.54,Australia,PIPEDA
3c2e8cd0-ff9f-4c7a-ac48-69fee72fd414,Jasmine,kristinamiller@example.net,1058,77.39,US,HIPAA
a0c36143-847c-4337-8543-c02f34315fbb,Steven,michael56@example.com,1042,450.86,US,HIPAA
1199c907-c713-4d17-9a5c-8eb4136d979a,Gabriella,dpadilla@example.org,1022,92.69,Canada,CCPA
70d88283-5b4f-4369-a7fd-49d2fbd5fc54,Brooke,thodges@example.org,1070,151.95,EU,CCPA
ca7a9abd-5a90-4d07-ab12-4ac5e968c9ff,Rebecca,loricurtis@example.com,1077,154.58,Canada,PIPEDA
4cb76b0f-3ccc-4cbf-9536-85cc85ab4c75,Brandon,perezjulie@example.org,1037,322.62,Canada,GDPR
bdbab966-1bc9-48a4-adce-a7fc5ef17d41,Rose,tmoore@example.com,1080,351.01,Australia,PIPEDA
91be8d84-d3f6-4a8e-ae1d-7bd6b12f2107,Robert,amy94@example.net,1003,172.37,Canada,CCPA
2b646e18-e2ff-463d-a0d0-9bdc3d16048f,David,chavezmark@example.net,1034,227.48,EU,HIPAA
8fd5a1c1-cb98-40e3-90b2-1cd2eb7ce1e4,Gregory,daniellegarcia@example.com,1019,339.23,US,PIPEDA
d0a7243c-3a65-477c-bbe1-dfbe1ab999a3,Thomas,melissa19@example.org,1070,106.58,US,GDPR
faf36f07-c599-450a-8532-a492f3b9c079,Jodi,dawnbrown@example.net,1026,299.24,EU,HIPAA
ff2d03dd-ba09-4b6e-9272-f94e4f7828a1,Holly,caseyperez@example.net,1058,170.44,US,CCPA
97db7a76-acf5-4985-b893-64a7faceef59,Kristen,diazeric@example.net,1092,208.05,EU,HIPAA
d872e172-83ef-4e2e-83bb-93e081c6bc6d,Joshua,ywilliams@example.com,1063,15.68,EU,HIPAA
4dd0e678-9437-457b-a0d5-3aa9a2e19a7b,Alyssa,arianaknight@example.org,1019,191.79,EU,HIPAA
8539f260-d3e8-4f5c-86d3-c2743f69b3d6,Katherine,tmurphy@example.org,1061,29.53,Australia,PIPEDA
136f7dc6-93c1-4805-8817-413610d68486,Charles,lmartin@example.com,1051,249.1,Australia,GDPR
77755e03-ce6b-49c8-8828-451e967e29dd,Anthony,nancypowell@example.com,1086,381.51,Canada,HIPAA
f8a5727b-cb05-46db-81e1-0ecf94661dc4,Debra,bcampos@example.net,1091,150.32,EU,CCPA
34f42e52-8e51-40e5-a6e7-26f817ca592f,Rachael,jill82@example.org,1067,317.12,US,GDPR
